/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_36_845.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_36_845.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_36_845.jpg,0,1,0,30.18047
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_36_925.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_36_925.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_36_925.jpg,0,1,0,30.18081
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_006.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_006.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_006.jpg,-0.05,1,0,30.18115
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_088.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_088.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_088.jpg,-0.25,1,0,30.18149
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_162.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_162.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_162.jpg,-0.45,1,0,30.18183
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_265.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_265.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_265.jpg,-0.2652111,1,0,30.18217
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_324.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_324.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_324.jpg,-0.05585647,1,0,30.18251
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_416.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_416.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_416.jpg,0,1,0,30.18285
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_493.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_493.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_493.jpg,0,1,0,30.18319
/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_16_50_37_575.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_16_50_37_575.jpg,/home/esteve/self-driving-ND/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_16_50_37_575.jpg,0,1,0,30.18353
